fragment_id,count,median,std,mean
frag_331e580370c7a694,1,-3.3285834497000004,0.0,-3.3285834497000004
frag_33244f952d22af9c,1,-3.77,0.0,-3.77
frag_33249cfece7ac6d4,34,-3.5549999999999997,1.8283353620428537,-3.9222386598794117
frag_33257fc881fb7e17,1,-2.0750002801,0.0,-2.0750002801
frag_3332c03b251849d1,1,-4.0811,0.0,-4.0811
frag_335187b8b3fc9798,14,-5.6848420221,1.860551994829713,-5.749575124692858
frag_33775062b410f9e7,1,-7.31,0.0,-7.31
frag_33a28805043da4fa,1,-0.22,0.0,-0.22
frag_33aac9e1c26b2b01,1,-4.02,0.0,-4.02
frag_33c0879150b1f402,2,-3.96645,0.4838500000000001,-3.96645
frag_33ccc56343efb96c,1,-1.0175519333,0.0,-1.0175519333
frag_33d3852cdc322f01,2,-5.23,0.18999999999999995,-5.23
frag_33dd0d90771ae966,1,-1.945,0.0,-1.945
frag_33e12803838fd2b1,1,-3.0555996074,0.0,-3.0555996074
frag_33ecd81b8c4fed63,1,-3.5932,0.0,-3.5932
frag_33f05cd0890ed93b,1,-5.27,0.0,-5.27
frag_33f3c2e8d21b1321,4,-5.9697,0.07553162830894071,-5.961925
frag_33ffd36dd326db6a,1,-0.7276,0.0,-0.7276
frag_3424dfca358e2bda,1,-1.98,0.0,-1.98
frag_34286be7169f95ee,1,-6.2877399393,0.0,-6.2877399393
frag_34290ab6df64439d,1,-2.6618,0.0,-2.6618
frag_342fbff469e92339,2,-3.71,1.92,-3.71
frag_34364f03eeb5808f,1,-0.1211098882,0.0,-0.1211098882
frag_3447e9cee85bb1e5,1,-6.4977813968,0.0,-6.4977813968
frag_34636f086122f873,1,-4.08,0.0,-4.08
frag_3464a225050c05f9,1,-3.3037,0.0,-3.3037
frag_3470b96e369bea86,1,0.506,0.0,0.506
frag_3473a8742ae71c58,1,-1.5259868531,0.0,-1.5259868531
frag_34950beb8860e6a6,1,-1.7447,0.0,-1.7447
frag_3496c01ecd09448b,2,-0.28829176989999994,1.2966917698999998,-0.28829176989999994
frag_34a6eed7c78a548b,1,-2.7599573667,0.0,-2.7599573667
frag_34ac89ffd40932b0,1,-3.044,0.0,-3.044
frag_34b143d7cf38e308,1,-0.8334,0.0,-0.8334
frag_34b4c8224cb898d1,1,-3.4346473299,0.0,-3.4346473299
frag_34b604b8e0d86865,1,0.9544,0.0,0.9544
frag_34be1b100cc7285b,1,-2.16,0.0,-2.16
frag_34df44da9b61be53,1,-1.3717,0.0,-1.3717
frag_34e113ed107710ee,7,-5.04,0.6267701463268097,-4.811428571428571
frag_350205856293c484,1,-3.53,0.0,-3.53
frag_350b28533102c601,1,0.61,0.0,0.61
frag_350deb17fd88afbf,1,-2.66,0.0,-2.66
frag_35140688a738aa6d,1,-0.4,0.0,-0.4
frag_3516341a47294b90,1,-0.5243236254,0.0,-0.5243236254
frag_35326b933c862842,1,0.43,0.0,0.43
frag_353508554aadea01,2,0.045509225599999995,0.07815414609999999,0.045509225599999995
frag_353b4291e32bfef4,1,-3.15,0.0,-3.15
frag_3548832237049832,5,-5.0104856455,1.697455833127115,-4.7218837354400005
frag_354f6c55ee5c36c7,2,-4.165,0.3650000000000002,-4.165
frag_3551181f91fb6f59,1,-2.8191677601,0.0,-2.8191677601
frag_35639288498f94e1,1,-3.3575,0.0,-3.3575
frag_35742619e445958d,1,-0.8283051545000001,0.0,-0.8283051545000001
frag_3577f036898c96a8,2,-0.63802872815,0.43827355085,-0.63802872815
frag_3586f75d4e8b49ae,1,-5.1655,0.0,-5.1655
frag_358a3813517fad41,1,-1.8779,0.0,-1.8779
frag_359faa451087852a,1,0.8401,0.0,0.8401
frag_35a13ee1c7c99c09,1,-3.3867,0.0,-3.3867
frag_35b40884cef76d5e,1,0.02,0.0,0.02
frag_35cfd42d4be7a61c,1,-2.3,0.0,-2.3
frag_35d4603dea804ef7,1,-8.755372465299999,0.0,-8.755372465299999
frag_35d94655f851184b,1,-1.4534068203,0.0,-1.4534068203
frag_35f3a3009e2c57f3,1,-2.5895,0.0,-2.5895
frag_35f510ba772a97b7,3,-5.3590146681,0.5039666517093945,-5.2686520904666665
frag_35fe0483f5bb1191,1,-2.58,0.0,-2.58
frag_3603ff018926047a,1,-1.952,0.0,-1.952
frag_360519f6ac3170a0,1,-2.854511354,0.0,-2.854511354
frag_3607c03a742ef2b8,1,-2.63,0.0,-2.63
frag_360996329a95d222,6,-3.4299999999999997,1.071868587120434,-2.8449833333333334
frag_3660f89152b609cc,9,-0.9531217854,1.703547597448025,-1.5961791370666667
frag_366fb75c95cf85f6,1,-5.8676395215999975,0.0,-5.8676395215999975
frag_367a7ae9908add3f,1,-1.42,0.0,-1.42
frag_367b7f5a2109d6f7,1,-4.31,0.0,-4.31
frag_3697feac77f70a05,1,0.4958194622,0.0,0.4958194622
frag_36a1eab89c2900ea,1,-1.9113,0.0,-1.9113
frag_36c46152dd887a7d,21,-6.4517618811,2.6155887727302036,-5.577655442376191
frag_36c6a246108f53ff,1,-5.7601,0.0,-5.7601
frag_36d2dea2e8040ef2,1,-2.8846,0.0,-2.8846
frag_36f56005c5075651,1,-1.6763,0.0,-1.6763
frag_3704af6e02257a4a,1,-1.57,0.0,-1.57
frag_371309aa22f87267,23,-2.03,1.0939161910925954,-2.159585216017391
frag_3714bbb636ba7889,12,-2.05,1.0575450803039086,-2.446975
frag_3719b58626f497a5,1,-0.1536096917,0.0,-0.1536096917
frag_37354e4ae0bd6224,1,-1.7237015325,0.0,-1.7237015325
frag_373d87e82d36a392,7,-4.11,0.40886103621985725,-4.134285714285714
frag_373dbe6a0c36f1e9,2,-4.50566068025,0.3331564382500005,-4.50566068025
frag_373f52d67ab84ae3,1,-0.194310278,0.0,-0.194310278
frag_374396cbf9029ef7,1,-1.425,0.0,-1.425
frag_37539913efb30bcd,1,-7.8207,0.0,-7.8207
frag_37570a9f9db2debb,2,0.19579999999999997,0.592,0.19579999999999997
frag_37680177da9a88bd,1,0.0914,0.0,0.0914
frag_378318e197aa0eb4,1,-4.1506087086,0.0,-4.1506087086
frag_3792b7c2295bdd02,1,-6.0248,0.0,-6.0248
frag_379b4796836155e0,1,-2.3017,0.0,-2.3017
frag_379e1cd95e32bd74,1,-2.3345,0.0,-2.3345
frag_37b44ea980c0e3d7,1,-3.9198954495,0.0,-3.9198954495
frag_37bab2929a6d3068,1,-3.8089694812,0.0,-3.8089694812
frag_37beb89b5db6cea7,1,0.2622,0.0,0.2622
frag_37cd659d6f071b9e,9,-1.5959,1.1116766806145673,-1.6343666666666667
frag_37d2668fc1462517,1,-2.1307281267,0.0,-2.1307281267
frag_37e4f2caf87114af,1,-0.1982,0.0,-0.1982
frag_37f0cac64616ada5,1,-5.4964129822,0.0,-5.4964129822
frag_37fcf711871d2633,1,-2.2092,0.0,-2.2092
frag_380054ecd374cc97,3,-7.1238862525,0.6575720673982081,-7.434364362733334
frag_380a5db27a1ba896,1,-4.0879587895,0.0,-4.0879587895
frag_383225471c6ed7c5,1,-3.1319,0.0,-3.1319
frag_385a041afeb63e16,1,-6.9835711537,0.0,-6.9835711537
frag_385a8ac0d7c8ee58,1,-2.0608,0.0,-2.0608
frag_387f2e6c998ae5d3,1,-4.5760000000000005,0.0,-4.5760000000000005
frag_388f273d8c9995e0,1,0.6985,0.0,0.6985
frag_38998fdeefe79276,1,-3.39,0.0,-3.39
frag_38ad006ef91b7ffb,1,-1.9763,0.0,-1.9763
frag_38b0d3b46c11af52,2,-0.4244279852,0.0,-0.4244279852
frag_38beb086f40831e8,1,0.7036319098,0.0,0.7036319098
frag_38c5d5b11af37dfb,1,-2.6180468359,0.0,-2.6180468359
frag_38ec1b0bf7c4a101,1,-2.64,0.0,-2.64
frag_38ec30018320efcb,1,0.38,0.0,0.38
frag_38f0bac0ee3cb7e8,1,-4.1419008964,0.0,-4.1419008964
frag_3905c706af4f361a,1,-1.4022004623,0.0,-1.4022004623
frag_391d088e9154964c,1,-6.4814770267,0.0,-6.4814770267
frag_39249726f9776796,1,-2.1908,0.0,-2.1908
frag_3930e997e7f9ff56,1,1.1189,0.0,1.1189
frag_3932336d2a013062,1,-3.85,0.0,-3.85
frag_393b873309a56ba7,1,-1.7306186153,0.0,-1.7306186153
frag_393d65f173cf103c,1,-4.7168,0.0,-4.7168
frag_39470ba394889d37,1,-1.5125,0.0,-1.5125
frag_394afddcca473880,1,-7.3328313355,0.0,-7.3328313355
frag_394d61fd03739671,1,0.7389034055,0.0,0.7389034055
frag_395131460d7be2de,1,-0.1669999999999999,0.0,-0.1669999999999999
frag_3973d790e51fefc8,1,0.754917543,0.0,0.754917543
frag_39796f71c4dd915a,4,0.49224999999999997,1.2048678568623201,-0.19305
frag_3990b267551756d9,1,-3.3674,0.0,-3.3674
frag_39b726b0f7ee49ce,1,-5.5754,0.0,-5.5754
frag_39d88e3358eb3831,1,-1.4991,0.0,-1.4991
frag_39dcb4ca7486e255,2,-1.7044000000000001,0.01440000000000008,-1.7044000000000001
frag_39ea6b04a8868639,1,-2.52,0.0,-2.52
frag_39fef0bf4b7a18d8,1,-2.0655,0.0,-2.0655
frag_3a074e7c241c77b2,1,-3.3016,0.0,-3.3016
frag_3a20fafeeb9a08ab,1,-1.92,0.0,-1.92
frag_3a258722d241281c,1,-2.6471,0.0,-2.6471
frag_3a2b4837e068e636,1,-0.3962,0.0,-0.3962
frag_3a4d9bc976f49029,1,-2.5301,0.0,-2.5301
frag_3a6d8983edddff38,1,-5.9592,0.0,-5.9592
frag_3a82de0f63ee6baa,3,-4.8638916314,1.8702378800304644,-5.699076724333334
frag_3a899ea23ba3375b,4,-0.79218486405,0.8100908902808185,-1.1299705813
frag_3a8ea8257c54dccf,1,-1.8903,0.0,-1.8903
frag_3aa36cedf00f28ed,5,-6.2929999999999975,1.2496731431547454,-5.90909573486
frag_3ab0ef3a09729a8d,1,-2.432,0.0,-2.432
frag_3abc9103edae2ac9,1,-2.9921,0.0,-2.9921
frag_3abf37a2ef487d37,2,-1.2787000000000002,0.0012999999999999678,-1.2787000000000002
frag_3ac16f7197495773,1,-3.4,0.0,-3.4
frag_3ac8a2e2677535f4,1,-1.8122,0.0,-1.8122
frag_3ad305553dfec0f2,1,-2.84,0.0,-2.84
frag_3adc6b42ecbe6dd2,1,-4.0243009096,0.0,-4.0243009096
frag_3add7ede2d227201,1,-3.36,0.0,-3.36
frag_3ae5c24f717cd650,2,-0.91587941075,0.03632539165000004,-0.91587941075
frag_3aee0b08ec75c907,2,-5.22,0.45999999999999996,-5.22
frag_3af3be125c9865ba,1,-4.05,0.0,-4.05
frag_3b0da40a5e180914,1,-0.5634276852000001,0.0,-0.5634276852000001
frag_3b0f5e867276c1fe,1,-2.1394,0.0,-2.1394
frag_3b1039cd2d4504bf,2,-6.229077037,0.6597312508999997,-6.229077037
frag_3b3332037b0b06ed,1,-1.3971,0.0,-1.3971
frag_3b38159697620727,1,-0.29,0.0,-0.29
frag_3b58ed247baf74ae,1,-1.74,0.0,-1.74
frag_3b592fceaf3d02bc,1,-2.1558333574,0.0,-2.1558333574
frag_3b5fcc7eebfacdee,1,-2.23,0.0,-2.23
frag_3b65aeb04939e184,1,1.6264407184,0.0,1.6264407184
frag_3b83a4cc06f7e64d,1,-2.5769433589,0.0,-2.5769433589
frag_3b9c3dcafbebf77d,1,-1.0553611102,0.0,-1.0553611102
frag_3b9de0a8c1befd9a,1,-3.62,0.0,-3.62
frag_3ba9a69f6350a707,1,-2.6600258381,0.0,-2.6600258381
frag_3bb7b2703e2ebc51,1,-1.585,0.0,-1.585
frag_3bc688e96d3bf283,1,-1.7,0.0,-1.7
frag_3bcbea8fb3b624dc,1,-5.0561178371,0.0,-5.0561178371
frag_3be285debc2ef1bd,1,-4.2773,0.0,-4.2773
frag_3be778f10a56c1df,1,-0.2122,0.0,-0.2122
frag_3bef9107b34696d3,1,-1.922,0.0,-1.922
frag_3bf674ae77888af4,1,-4.2286,0.0,-4.2286
frag_3c01bb5537a79c8d,1,-0.8176814122,0.0,-0.8176814122
frag_3c03a9e7470a598d,1,-2.6796,0.0,-2.6796
frag_3c42ab4060538e15,1,-2.1554,0.0,-2.1554
frag_3c44f9641c0b107a,1,-2.0611,0.0,-2.0611
frag_3c4890e7643d89f0,1,-3.0643,0.0,-3.0643
frag_3c5e3ccf4b21106b,1,0.8992,0.0,0.8992
frag_3c65820e5b33a4eb,1,-1.44,0.0,-1.44
frag_3c7026e131ce4147,1,-5.0846644385,0.0,-5.0846644385
frag_3c92238a5874889f,1,-3.48,0.0,-3.48
frag_3c98469a97739d2d,1,-6.7070311388,0.0,-6.7070311388
frag_3c9eac5460729142,1,-1.0041,0.0,-1.0041
frag_3ca3da70d8790eb0,1,-5.8487,0.0,-5.8487
frag_3ca45f7de8349a4b,2,-0.19245601895,0.20934398105000002,-0.19245601895
frag_3cac380225501274,1,-4.8789,0.0,-4.8789
frag_3cc41c31bf7eafe7,1,-5.4266410391,0.0,-5.4266410391
frag_3cf91863b2dcc481,1,0.9823448956,0.0,0.9823448956
frag_3d087a855512ae25,1,-1.95,0.0,-1.95
frag_3d0a716a9fcfc5e7,9,-2.6757824138,0.9142228176168916,-3.029603970911111
frag_3d28d74e30260ca3,1,-3.3572,0.0,-3.3572
frag_3d2c870ec0fd1b6a,1,-3.8,0.0,-3.8
frag_3d33d2ae3f4d7bc9,1,-0.87,0.0,-0.87
frag_3d35fbb41d5649cc,1,-3.1,0.0,-3.1
frag_3d5d97018d2c1884,1,1.1132,0.0,1.1132
frag_3d63d8586172cb41,1,-2.06,0.0,-2.06
frag_3d70eeb8b3642098,5,-3.6822,0.44119316676485376,-3.6349600000000004
frag_3d81edc00878e97b,1,-3.37,0.0,-3.37
frag_3d86d68d00e2e4fd,3,-0.9137,1.0172411153048557,-0.722
frag_3d938fa72292d7d8,34,-1.8844208625499999,1.7851291938602654,-1.9274151832470585
frag_3da0a8cf7606fb8a,1,-2.1510663204,0.0,-2.1510663204
frag_3db4fe68296a6b09,1,-0.04,0.0,-0.04
frag_3dc7792639369555,1,-4.796,0.0,-4.796
frag_3dc92deaeb9038b6,2,-5.84485553055,0.45056881844999985,-5.84485553055
frag_3dcd763918f8d6d1,1,-4.16,0.0,-4.16
frag_3ddfdc597b03c87c,1,-3.7024520783,0.0,-3.7024520783
frag_3de389ddcbe3f1bd,1,-2.1794,0.0,-2.1794
frag_3de721bccd262157,3,-3.301742894,2.3608183409081445,-4.5021144557333335
frag_3df1a2f2c93d4779,1,-2.9659771733,0.0,-2.9659771733
frag_3dfe14fa3a17ece7,1,-1.4716,0.0,-1.4716
frag_3dfea20158ae8187,1,-6.8424,0.0,-6.8424
frag_3e0a4629ffc3675e,1,-3.54,0.0,-3.54
frag_3e48ba5fc2485763,1,-1.6075,0.0,-1.6075
frag_3e57b513483dae74,1,-7.7185099927,0.0,-7.7185099927
frag_3e6158d3e160ed25,1,0.9642581623,0.0,0.9642581623
frag_3e6c48cc4e98ba86,2,-4.066050000000001,0.03485000000000005,-4.066050000000001
frag_3e8f51a1f7746822,1,-3.8717,0.0,-3.8717
frag_3ea7957b8fa8301a,5,-4.05,0.09907572861200667,-4.087999999999999
frag_3eb7d33d270422dc,1,-0.92,0.0,-0.92
frag_3ec1e38dd74c7d6f,1,-2.26,0.0,-2.26
frag_3ec6588ddd3e06e0,1,-3.1714,0.0,-3.1714
frag_3ed06fecc7dc6f6c,1,-1.3045,0.0,-1.3045
frag_3ee829e15ce20152,1,-1.4648,0.0,-1.4648
frag_3ef8539802d4514c,1,-6.98,0.0,-6.98
frag_3ef97f482b3f8abd,3,-1.7487,0.5572219366344676,-1.7294
frag_3efc26525b7f4aea,1,-3.12,0.0,-3.12
frag_3f11a2a815239eba,1,-3.6433442829,0.0,-3.6433442829
frag_3f190262817eeb91,1,-4.706,0.0,-4.706
frag_3f1d85fb982aac06,1,1.2283,0.0,1.2283
frag_3f2694fe523aad24,4,-3.025,1.367023068616232,-2.440321510725
frag_3f45253a79e4046a,3,-4.7103,0.7716125164585884,-5.038033333333334
frag_3f55366bd83833c1,1,-2.5283,0.0,-2.5283
frag_3f604cd9c2ffc18e,1,-1.630817582,0.0,-1.630817582
frag_3fa006cfc1425e7f,1,-3.7248,0.0,-3.7248
frag_3fb5a407a312bc81,1,-0.89,0.0,-0.89
frag_3fbc5ec593825601,1,-0.288092629,0.0,-0.288092629
frag_3fd666ea484ebef9,58,-3.7505519887,1.62700235292429,-3.7123383415551725
frag_400a068de2f93c43,3,-5.26,0.19869393548873066,-5.1382
frag_401e671be30f5cbe,1,-0.7241,0.0,-0.7241
frag_402ec222f9f0d8b9,1,-2.6942897822000003,0.0,-2.6942897822000003
frag_404309fc44424dc4,1,-2.7324,0.0,-2.7324
frag_4046b98dc51f8016,1,-5.7023,0.0,-5.7023
frag_404adad3f7e121ab,1,-4.68,0.0,-4.68
frag_4075ee6ca46be424,1,-1.81,0.0,-1.81
frag_40842f3d72bbc326,1,-5.8357203688,0.0,-5.8357203688
frag_409ac12027141232,1,-4.875700653,0.0,-4.875700653
frag_40adcf9a3cc71bc3,2,-2.445,0.6649999999999999,-2.445
frag_40d9ffcd05be318c,1,1.1303,0.0,1.1303
frag_40dcac138369f7fe,1,-2.2888,0.0,-2.2888
frag_40f046ecc29ae087,1,-6.0423843487,0.0,-6.0423843487
frag_40f54a6a987a820b,1,-2.5509254551,0.0,-2.5509254551
frag_40f73a39e0016a8e,1,-2.3069323017,0.0,-2.3069323017
frag_41121301cfdace6e,2,-0.875,0.31499999999999995,-0.875
frag_41349dc889c83240,11,-4.68,1.0268706690275515,-4.9499
frag_4136cfee5f4480fe,1,-2.568561457,0.0,-2.568561457
frag_41606527450db3d6,1,-4.9847464515,0.0,-4.9847464515
frag_416aa286e5b4c77b,1,-4.3901,0.0,-4.3901
frag_416d3ca5c3e1c810,1,-0.022384851,0.0,-0.022384851
frag_4171cbacf1bd5787,1,-0.4416,0.0,-0.4416
frag_417281293655fee1,1,1.1300235759,0.0,1.1300235759
frag_41a74f8b700ca373,3,-5.0104856455,1.1222150918232252,-4.3062577313
frag_41bd9ce7c0454133,1,-2.3698,0.0,-2.3698
frag_41bf61d2b71a95f6,2,0.5058543113999999,0.4478933843,0.5058543113999999
frag_41c7518c383f415b,4,-1.61985,0.7203691983108385,-1.443425
frag_41d5e2053c6a680e,1,-2.0911,0.0,-2.0911
frag_41d89612803e2d65,1,-1.5643997258000002,0.0,-1.5643997258000002
frag_41ed0ee486fd44b0,1,-2.9,0.0,-2.9
frag_41f3fee2d96e0630,2,0.42017902695000003,0.13366092265,0.42017902695000003
frag_4203bc10b03d963c,1,-7.6331990421,0.0,-7.6331990421
frag_4226e27ece724dd5,1,0.0168879621,0.0,0.0168879621
frag_4233e0d3a65118e6,1,-6.3168,0.0,-6.3168
frag_42348fdfae9409ba,1,-7.5245,0.0,-7.5245
frag_424aeea7df0fb8dc,3,-1.7160179957,0.7729767909642806,-2.178552979
frag_424b06e48378b27b,1,-3.2899,0.0,-3.2899
frag_425a4c25f66cd6bb,1,0.4349,0.0,0.4349
frag_428228e5a5673d54,1,-5.93,0.0,-5.93
frag_4298d7c50caee4b5,26,-2.205,2.070664274000327,-2.917376923076923
frag_42a1094b1a9e4062,1,-0.2074175173999999,0.0,-0.2074175173999999
frag_42aec09f1cb15246,1,-0.38,0.0,-0.38
frag_42be60e2f501a63f,1,-0.8459165595999999,0.0,-0.8459165595999999
frag_42cc74e3aab41191,1,1.1243,0.0,1.1243
frag_42d562f2e6c7712b,1,-1.0762,0.0,-1.0762
frag_42e2129f67003b9b,7,-4.11,0.40886103621985725,-4.134285714285714
frag_42f9e82a78a1fa23,1,-0.5105575438000001,0.0,-0.5105575438000001
frag_4315ae42a6dbe215,1,-0.5993,0.0,-0.5993
frag_432885761a9b370f,4,-0.4483,1.2114958770049529,-0.6718
frag_432a105a70a38134,1,0.0909,0.0,0.0909
frag_4343add3a779d49d,1,-0.2836,0.0,-0.2836
frag_434c939965dca815,1,0.4,0.0,0.4
frag_435043ffab0ad0fd,2,-2.59,0.8099999999999999,-2.59
frag_4369305cbd18d886,1,-0.9376,0.0,-0.9376
frag_4370072f6fb90ccc,6,-3.7822500000000003,1.9692127315620358,-4.349899925483333
frag_437d4aa80a48a99a,1,-1.2313,0.0,-1.2313
frag_438c13f271610fc9,1,-0.3226,0.0,-0.3226
frag_439138e8c06a0c1c,1,-1.3025954999,0.0,-1.3025954999
frag_43a75e4a55392635,1,0.2235,0.0,0.2235
frag_43eaeec96d811160,1,-0.4128573351,0.0,-0.4128573351
frag_43f35e8384ed5c96,1,-2.8690757364,0.0,-2.8690757364
frag_4411e8cd836988cf,1,-1.9807853884,0.0,-1.9807853884
frag_442674bbe4844712,1,-0.8786253202,0.0,-0.8786253202
frag_442a38bb51980de7,1,-3.5188,0.0,-3.5188
frag_4432c4f7e9064516,1,-3.01,0.0,-3.01
frag_444f20a9b241370c,1,-5.1722437893,0.0,-5.1722437893
frag_44529b5d27980a6d,1,-1.0197,0.0,-1.0197
frag_445ac4c77fe7d2c0,1,-1.6172,0.0,-1.6172
frag_445c09d1b0bbb598,1,-1.9636,0.0,-1.9636
frag_447015616158d49c,2,-4.27,0.8599999999999999,-4.27
frag_4473606cb5d40420,1,-6.013999999999999,0.0,-6.013999999999999
frag_4473d24d342ed17b,1,-1.27,0.0,-1.27
frag_4491de9a21ac4ca8,1,-2.3935953584,0.0,-2.3935953584
frag_44ac2a656b51c90e,65,-2.854511354,1.7036401040357578,-3.0254116804938462
frag_44b07c5517b7ea7e,1,-2.2845,0.0,-2.2845
frag_44baabac26e5a9ce,1,-2.67,0.0,-2.67
frag_44c3b089f9d03f40,1,-5.6004,0.0,-5.6004
frag_44c793b511696fcd,1,-3.5149,0.0,-3.5149
frag_44dbfca2f6ad98bd,1,-4.26,0.0,-4.26
frag_44e8c72c509f24ef,1,-0.072529286,0.0,-0.072529286
frag_44f71033589e39ec,1,-5.0963,0.0,-5.0963
frag_45006632b2332493,1,-4.4,0.0,-4.4
frag_4506c69ae4475898,28,-3.02825,2.2531127409740113,-4.032202438339286
frag_45187bb7c8386239,1,-3.9756,0.0,-3.9756
frag_451afafc334ab16b,1,-1.7648130029,0.0,-1.7648130029
frag_4542d213cb9a2897,1,-5.4883700889,0.0,-5.4883700889
frag_45495896699a3ac7,1,-1.81,0.0,-1.81
frag_454d623902da9354,1,-6.08,0.0,-6.08
frag_455f8c2a88c8af61,1,-3.699,0.0,-3.699
frag_4560bdf298d49b60,1,0.04,0.0,0.04
frag_456a0dd6360b432e,1,-4.4363,0.0,-4.4363
frag_4570f3226294bb29,1,0.0018,0.0,0.0018
frag_45780774d1293d3c,1,-4.3409088983,0.0,-4.3409088983
frag_457b6246a0458827,1,-4.74,0.0,-4.74
frag_457e6efcf6bf2201,1,-2.005111367,0.0,-2.005111367
frag_4588bfabd5b016c5,1,-4.69,0.0,-4.69
frag_45924ab3094ac3e7,1,-1.507,0.0,-1.507
frag_459591df79492427,5,-3.89,1.3226224277547998,-3.2309600000000005
frag_45a3cbf27e55107e,1,-3.0052489876,0.0,-3.0052489876
frag_45bde7454c19f556,3,-6.0864,0.5301792548018286,-6.392133333333334
frag_45c15a335eed136a,1,1.1359,0.0,1.1359
frag_45ca45ddccb4f3d2,1,-3.0080823215,0.0,-3.0080823215
frag_45eca672b47bf786,1,-0.5528,0.0,-0.5528
frag_45f718a8a00ebee1,1,-7.56,0.0,-7.56
frag_46088321845267bc,1,-0.1653,0.0,-0.1653
frag_46096c88762cd9fa,1,-6.7708,0.0,-6.7708
frag_460b7bbbb5a5b515,1,-6.124,0.0,-6.124
frag_460be71ff888b346,1,-1.54,0.0,-1.54
frag_4624877242ea100a,1,-0.3279248515,0.0,-0.3279248515
frag_462da821684a3668,1,-3.65,0.0,-3.65
frag_4630cf76e15dbdb6,1,-2.82,0.0,-2.82
frag_463e410d8dc4590c,1,-0.9481,0.0,-0.9481
frag_4669226a1b7e8cb7,1,-6.013999999999999,0.0,-6.013999999999999
frag_4680de0c9fc1e892,1,-6.5970388257,0.0,-6.5970388257
frag_4688ffe3410fe4f4,2,-6.6111928496,0.010625048899999712,-6.6111928496
frag_469465d0023a6c4e,1,-3.972,0.0,-3.972
frag_46a47f2464dab468,1,0.6245331513,0.0,0.6245331513
frag_46a77d6b13509cc3,1,-0.7035054304999999,0.0,-0.7035054304999999
frag_46b1dd85426b1031,1,-2.67,0.0,-2.67
frag_46dffee4e20ef413,2,-0.8066923362,0.25383762839999996,-0.8066923362
frag_46ea6d1e66091270,1,-0.68,0.0,-0.68
frag_46f05e9b30a6a6a2,1,-4.808,0.0,-4.808
frag_46f2e0d5441a198f,1,-5.253149755,0.0,-5.253149755
frag_4714ec1c1e34ce8c,1,-1.743927996,0.0,-1.743927996
frag_4715e09e525c4b99,1,-0.7814,0.0,-0.7814
frag_471e83d56d19b88c,3,-0.4541,0.3688960497966271,-0.6717666666666666
frag_471f8c2f0bb16c61,1,-0.4108977358,0.0,-0.4108977358
frag_47251eeb9b831010,1,-3.33,0.0,-3.33
frag_473866194d722b25,1,-1.5,0.0,-1.5
frag_474109da64b113e1,1,-5.949075231,0.0,-5.949075231
frag_474252966e347676,5,-0.4691061177000001,0.692965816997824,-0.52650432962
frag_47433101b8a1e1f3,1,-1.4858424644,0.0,-1.4858424644
frag_474c88b1d048f8a3,5,-1.0558122117,2.5397925102325516,-1.9889415360400005
frag_475181c9d0ab0653,1,-1.4481,0.0,-1.4481
frag_477dccbfb7e23f2d,1,-2.5175442498,0.0,-2.5175442498
frag_477eb3bd4bbb12dc,1,-6.5970388257,0.0,-6.5970388257
frag_479561f1dfd0f023,1,-0.86,0.0,-0.86
frag_47af617c625bf1d3,1,-2.2858,0.0,-2.2858
frag_47be0d1d3998d367,1,-4.1939,0.0,-4.1939
frag_47cd02cccd20681d,6,-2.9795999999999996,0.5928505120399143,-2.9222965594
frag_47f4dcb71a51ff08,2,-1.98855,0.34145000000000003,-1.98855
frag_48295aac5f642b23,1,-3.0299,0.0,-3.0299
frag_482a533d25472eba,1,-9.7071062552,0.0,-9.7071062552
frag_4833404e0cf4eb36,2,-3.56865,0.3746499999999999,-3.56865
frag_4837b4b062e5384e,1,-2.97,0.0,-2.97
frag_48403c38eba2a96e,1,-0.5138,0.0,-0.5138
frag_48507e9b6d9f228e,6,-4.14,1.3660577911965837,-3.9883333333333333
frag_48688fa38351c5bb,1,-3.6976259568,0.0,-3.6976259568
frag_486af6c0f5ae47e6,1,-1.628640918,0.0,-1.628640918
frag_487272f0d245fc5b,27,-1.68,2.66376343811896,-3.184783182540741
frag_487dcc42ec5adf70,1,-5.1560946306,0.0,-5.1560946306
frag_488c5fa8ff620f82,2,-7.022517018649999,0.20945640764999984,-7.022517018649999
frag_4893db76aa1db506,1,-7.5936,0.0,-7.5936
frag_48aaebed8fb75c67,1,-0.7188245606999999,0.0,-0.7188245606999999
frag_48e2d2ad089ff5dc,1,-4.3005,0.0,-4.3005
frag_48efc79af6ee17f0,1,-2.6223,0.0,-2.6223
frag_48fdd3e664da1b3f,1,-5.51,0.0,-5.51
frag_4900ddae3ccaa71f,3,-7.423828912,1.4293931390874588,-6.607689081
frag_492a19fc6e3da203,1,0.5569422141,0.0,0.5569422141
frag_4935f88a684e502e,2,-3.7978965568,2.7558910277999997,-3.7978965568
frag_4956febccb43da27,1,-1.8195435039,0.0,-1.8195435039
frag_495b6b53b98d5e54,1,1.346,0.0,1.346
frag_496a504e4df48be9,1,-2.22,0.0,-2.22
frag_498c90a7a5aa89d8,1,-2.7,0.0,-2.7
frag_498deb57e77cacd6,1,-1.15,0.0,-1.15
frag_498e4bf31361c69c,1,-4.3757,0.0,-4.3757
frag_498ea504c3d1ba9a,1,-3.47,0.0,-3.47
